Date,Time,Id,Route,Direction,Name,MlDetPostmile,pcw1occ,pcw1speed,pcw1vol,r_1_offcnt,r_2_offcnt,Psg 1 Cnt,Psg 2 Cnt,Psg 3 Cnt,Mainline Lanes
2021/02/11,07:09:00,397,78,WB,Las Posas Rd to 78 WB,11.099,5.2,82,914,1,5,0,4,,0xF0 
2021/02/11,07:09:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,9.0,66,1279,,,0,0,,0xE0 
2021/02/11,07:09:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,9.4,59,1188,2,4,1,,,0xE0 
2021/02/11,07:09:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,0,2,,0x00 
2021/02/11,07:09:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,12.8,60,1645,2,3,0,0,,0xE0 
2021/02/11,07:09:00,235,78,WB,Barham/Woodland to 78 WB,14.14,14.8,56,1767,1,,0,4,,0xE0 
2021/02/11,07:09:00,472,78,WB,78 WB W/O Nordahl,14.862,9.5,64,1310,,,0,2,,0xFC 
2021/02/11,07:09:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,11.4,61,1492,0,6,5,3,,0xE0 
2021/02/11,07:09:00,13005,78,WB,78 WB E/O Nordahl,15.915,7.8,62,1035,,,,,,0xF0 
2021/02/11,07:09:00,13004,78,WB,78 WB W/O 15,16.267,6.7,64,914,,,,,,0xF8 
2021/02/11,07:09:00,23004,78,WB,78 WB Connector from 15 NB,16.27,6.7,64,914,,,,,,0xF8 
2021/02/11,07:09:00,33004,78,WB,78 WB Connector from 15 SB,16.272,6.7,64,914,,,,,,0xF8 
2021/02/11,07:09:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,6.9,49,731,,,0,0,,0xE0 
2021/02/11,07:09:00,240,78,WB,Centre City Pkwy NB to 78 WB,17.34,0.0,0,0,,,0,0,,0x00 
2021/02/11,07:09:00,250,78,WB,Broadway/Lincoln to 78 WB,17.621,0.0,0,0,,,6,4,3,0xEC 
2021/02/11,07:10:00,345,78,WB,78 WB W/O Jefferson St,0.416,9.8,7,152,,,,,,0xF0 
2021/02/11,07:10:00,190,78,WB,Jefferson St to 78 WB,0.653,9.5,61,1249,0,1,0,1,0,0xE0 
2021/02/11,07:10:00,191,78,WB,El Camino Real to 78 WB,1.387,8.4,61,1096,1,0,0,1,,0xE0 
2021/02/11,07:10:00,66,78,WB,College Blvd SB to 78 WB,3.245,9.7,55,1157,,,0,1,2,0xFC 
2021/02/11,07:10:00,270,78,WB,College Blvd NB to 78 WB,3.33,9.7,63,1310,0,1,1,1,,0xE0 
2021/02/11,07:10:00,471,78,WB,78 WB E/O College Blvd,3.588,5.6,61,731,0,0,1,4,,0xFC 
2021/02/11,07:10:00,192,78,WB,Emerald Dr to 78 WB,4.285,8.2,71,1249,,,0,3,,0xE0 
2021/02/11,07:10:00,473,78,WB,78 WB E/O Emerald Dr,4.476,4.8,62,639,1,1,0,0,,0xFC 
2021/02/11,07:10:00,193,78,WB,Melrose/West Vista Way to 78 WB,5.801,8.9,75,1432,,,3,2,,0xE0 
2021/02/11,07:10:00,204,78,WB,Vista Village Dr to 78 WB,6.141,5.6,84,1005,2,5,0,4,,0xE0 
2021/02/11,07:10:00,194,78,WB,Civic Center Dr to 78 WB,6.855,7.5,78,1249,4,2,0,5,,0xE0 
2021/02/11,07:10:00,195,78,WB,Mar Vista Dr to 78 WB,7.763,9.6,68,1401,2,,0,2,,0xE0 
2021/02/11,07:10:00,202,78,WB,Sycamore Ave to 78 WB,8.973,5.6,80,975,0,1,0,6,3,0xE0 
2021/02/11,07:10:00,196,78,WB,Rho Santa Fe Rd to 78 WB,10.439,6.1,74,975,1,3,2,7,,0xE0 
2021/02/11,07:10:00,456,78,WB,off to Rho Sante Fe/bypass lane,11.098,6.2,76,1005,2,6,0,5,,0xF0 
2021/02/11,07:10:00,397,78,WB,Las Posas Rd to 78 WB,11.099,6.2,76,1005,2,6,0,5,,0xF0 
2021/02/11,07:10:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,10.0,66,1432,,,0,0,,0xE0 
2021/02/11,07:10:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,11.6,58,1462,2,5,0,,,0xE0 
2021/02/11,07:10:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,1,5,,0x00 
2021/02/11,07:10:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,14.4,58,1797,2,1,0,5,,0xE0 
2021/02/11,07:10:00,235,78,WB,Barham/Woodland to 78 WB,14.14,13.4,58,1675,3,,1,5,,0xE0 
2021/02/11,07:10:00,472,78,WB,78 WB W/O Nordahl,14.862,9.3,62,1249,,,0,0,,0xFC 
2021/02/11,07:10:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,11.1,61,1462,2,2,1,1,,0xE0 
2021/02/11,07:10:00,13005,78,WB,78 WB E/O Nordahl,15.915,7.9,65,1096,,,,,,0xF0 
2021/02/11,07:10:00,13004,78,WB,78 WB W/O 15,16.267,7.5,60,975,,,,,,0xF8 
2021/02/11,07:10:00,23004,78,WB,78 WB Connector from 15 NB,16.27,7.5,60,975,,,,,,0xF8 
2021/02/11,07:10:00,33004,78,WB,78 WB Connector from 15 SB,16.272,7.5,60,975,,,,,,0xF8 
2021/02/11,07:10:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,7.1,52,792,,,3,11,,0xE0 
2021/02/11,07:10:00,240,78,WB,Centre City Pkwy NB to 78 WB,17.34,0.0,0,0,,,0,5,,0x00 
2021/02/11,07:10:00,250,78,WB,Broadway/Lincoln to 78 WB,17.621,0.0,0,0,,,6,6,3,0xEC 
2021/02/11,07:11:00,345,78,WB,78 WB W/O Jefferson St,0.416,9.7,5,121,,,,,,0xF0 
2021/02/11,07:11:00,190,78,WB,Jefferson St to 78 WB,0.653,8.6,63,1157,0,1,0,1,1,0xE0 
2021/02/11,07:11:00,191,78,WB,El Camino Real to 78 WB,1.387,9.2,65,1279,3,1,1,1,,0xE0 
2021/02/11,07:11:00,66,78,WB,College Blvd SB to 78 WB,3.245,9.2,57,1127,,,0,3,0,0xFC 
2021/02/11,07:11:00,270,78,WB,College Blvd NB to 78 WB,3.33,9.5,67,1371,1,1,2,3,,0xE0 
2021/02/11,07:11:00,471,78,WB,78 WB E/O College Blvd,3.588,4.6,64,639,0,0,1,2,,0xFC 
2021/02/11,07:11:00,192,78,WB,Emerald Dr to 78 WB,4.285,9.0,74,1432,,,2,3,,0xE0 
2021/02/11,07:11:00,473,78,WB,78 WB E/O Emerald Dr,4.476,5.6,65,792,4,2,1,0,,0xFC 
2021/02/11,07:11:00,193,78,WB,Melrose/West Vista Way to 78 WB,5.801,9.1,75,1462,,,4,4,,0xE0 
2021/02/11,07:11:00,204,78,WB,Vista Village Dr to 78 WB,6.141,6.3,86,1157,2,6,3,8,,0xE0 
2021/02/11,07:11:00,194,78,WB,Civic Center Dr to 78 WB,6.855,8.8,69,1310,0,2,0,6,,0xE0 
2021/02/11,07:11:00,195,78,WB,Mar Vista Dr to 78 WB,7.763,8.0,71,1218,2,,3,3,,0xE0 
2021/02/11,07:11:00,202,78,WB,Sycamore Ave to 78 WB,8.973,3.7,85,670,4,4,0,0,1,0xE0 
2021/02/11,07:11:00,196,78,WB,Rho Santa Fe Rd to 78 WB,10.439,7.2,73,1127,0,1,1,4,,0xE0 
2021/02/11,07:11:00,456,78,WB,off to Rho Sante Fe/bypass lane,11.098,8.1,76,1310,1,5,0,4,,0xF0 
2021/02/11,07:11:00,397,78,WB,Las Posas Rd to 78 WB,11.099,8.1,76,1310,1,5,0,4,,0xF0 
2021/02/11,07:11:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,10.5,69,1553,,,0,0,,0xE0 
2021/02/11,07:11:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,10.9,60,1401,3,10,0,,,0xE0 
2021/02/11,07:11:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,0,1,,0x00 
2021/02/11,07:11:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,13.6,60,1767,3,2,0,0,,0xE0 
2021/02/11,07:11:00,235,78,WB,Barham/Woodland to 78 WB,14.14,14.2,55,1675,4,,0,3,,0xE0 
2021/02/11,07:11:00,472,78,WB,78 WB W/O Nordahl,14.862,10.3,59,1310,,,0,3,,0xFC 
2021/02/11,07:11:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,10.9,62,1462,1,1,1,2,,0xE0 
2021/02/11,07:11:00,13005,78,WB,78 WB E/O Nordahl,15.915,8.1,66,1157,,,,,,0xF0 
2021/02/11,07:11:00,13004,78,WB,78 WB W/O 15,16.267,7.2,67,1035,,,,,,0xF8 
2021/02/11,07:11:00,23004,78,WB,78 WB Connector from 15 NB,16.27,7.2,67,1035,,,,,,0xF8 
2021/02/11,07:11:00,33004,78,WB,78 WB Connector from 15 SB,16.272,7.2,67,1035,,,,,,0xF8 
2021/02/11,07:11:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,6.8,54,792,,,0,7,,0xE0 
2021/02/11,07:11:00,240,78,WB,Centre City Pkwy NB to 78 WB,17.34,0.0,0,0,,,0,5,,0x00 
2021/02/11,07:11:00,250,78,WB,Broadway/Lincoln to 78 WB,17.621,0.0,0,0,,,6,5,5,0xEC 
2021/02/11,07:12:00,345,78,WB,78 WB W/O Jefferson St,0.416,10.6,9,213,,,,,,0xF0 
2021/02/11,07:12:00,190,78,WB,Jefferson St to 78 WB,0.653,9.2,66,1310,1,2,0,0,0,0xE0 
2021/02/11,07:12:00,191,78,WB,El Camino Real to 78 WB,1.387,9.9,63,1340,6,0,2,1,,0xE0 
2021/02/11,07:12:00,66,78,WB,College Blvd SB to 78 WB,3.245,10.6,59,1340,,,1,4,6,0xFC 
2021/02/11,07:12:00,270,78,WB,College Blvd NB to 78 WB,3.33,9.4,69,1401,1,2,1,3,,0xE0 
2021/02/11,07:12:00,471,78,WB,78 WB E/O College Blvd,3.588,5.0,65,700,0,0,3,2,,0xFC 
2021/02/11,07:12:00,192,78,WB,Emerald Dr to 78 WB,4.285,8.1,74,1279,,,4,1,,0xE0 
2021/02/11,07:12:00,473,78,WB,78 WB E/O Emerald Dr,4.476,5.6,70,853,0,1,4,4,,0xFC 
2021/02/11,07:12:00,193,78,WB,Melrose/West Vista Way to 78 WB,5.801,10.4,67,1492,,,6,6,,0xE0 
2021/02/11,07:12:00,204,78,WB,Vista Village Dr to 78 WB,6.141,7.3,78,1218,1,3,0,1,,0xE0 
2021/02/11,07:12:00,194,78,WB,Civic Center Dr to 78 WB,6.855,7.1,72,1096,1,3,0,3,,0xE0 
2021/02/11,07:12:00,195,78,WB,Mar Vista Dr to 78 WB,7.763,4.5,75,731,0,,0,2,,0xE0 
2021/02/11,07:12:00,202,78,WB,Sycamore Ave to 78 WB,8.973,6.8,80,1157,0,1,0,4,3,0xE0 
2021/02/11,07:12:00,196,78,WB,Rho Santa Fe Rd to 78 WB,10.439,9.8,74,1553,1,3,0,3,,0xE0 
2021/02/11,07:12:00,456,78,WB,off to Rho Sante Fe/bypass lane,11.098,7.2,81,1249,0,7,1,2,,0xF0 
2021/02/11,07:12:00,397,78,WB,Las Posas Rd to 78 WB,11.099,7.2,81,1249,0,7,1,2,,0xF0 
2021/02/11,07:12:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,9.7,69,1432,,,0,0,,0xE0 
2021/02/11,07:12:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,11.8,60,1523,3,9,0,,,0xE0 
2021/02/11,07:12:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,0,3,,0x00 
2021/02/11,07:12:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,11.9,59,1523,3,2,0,4,,0xE0 
2021/02/11,07:12:00,235,78,WB,Barham/Woodland to 78 WB,14.14,13.0,60,1675,0,,0,5,,0xE0 
2021/02/11,07:12:00,472,78,WB,78 WB W/O Nordahl,14.862,8.5,55,1005,,,0,0,,0xFC 
2021/02/11,07:12:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,11.5,63,1553,0,2,5,3,,0xE0 
2021/02/11,07:12:00,13005,78,WB,78 WB E/O Nordahl,15.915,8.9,67,1279,,,,,,0xF0 
2021/02/11,07:12:00,13004,78,WB,78 WB W/O 15,16.267,8.0,60,1035,,,,,,0xF8 
2021/02/11,07:12:00,23004,78,WB,78 WB Connector from 15 NB,16.27,8.0,60,1035,,,,,,0xF8 
2021/02/11,07:12:00,33004,78,WB,78 WB Connector from 15 SB,16.272,8.0,60,1035,,,,,,0xF8 
2021/02/11,07:12:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,6.8,50,731,,,1,3,,0xE0 
2021/02/11,07:12:00,240,78,WB,Centre City Pkwy NB to 78 WB,17.34,0.0,0,0,,,0,1,,0x00 
2021/02/11,07:12:00,250,78,WB,Broadway/Lincoln to 78 WB,17.621,0.0,0,0,,,7,4,3,0xEC 
2021/02/11,07:13:00,345,78,WB,78 WB W/O Jefferson St,0.416,11.3,13,335,,,,,,0xF0 
2021/02/11,07:13:00,190,78,WB,Jefferson St to 78 WB,0.653,11.1,65,1553,0,2,0,1,2,0xE0 
2021/02/11,07:13:00,191,78,WB,El Camino Real to 78 WB,1.387,12.4,67,1767,2,0,1,5,,0xE0 
2021/02/11,07:13:00,66,78,WB,College Blvd SB to 78 WB,3.245,8.7,58,1096,,,0,0,0,0xFC 
2021/02/11,07:13:00,270,78,WB,College Blvd NB to 78 WB,3.33,9.4,68,1371,0,3,0,1,,0xE0 
2021/02/11,07:13:00,471,78,WB,78 WB E/O College Blvd,3.588,5.3,61,700,0,0,4,4,,0xFC 
2021/02/11,07:13:00,192,78,WB,Emerald Dr to 78 WB,4.285,9.5,73,1492,,,3,4,,0xE0 
2021/02/11,07:13:00,473,78,WB,78 WB E/O Emerald Dr,4.476,5.8,68,853,1,2,0,0,,0xFC 
2021/02/11,07:13:00,193,78,WB,Melrose/West Vista Way to 78 WB,5.801,8.2,69,1218,,,5,3,,0xE0 
2021/02/11,07:13:00,204,78,WB,Vista Village Dr to 78 WB,6.141,5.0,79,853,1,7,1,5,,0xE0 
2021/02/11,07:13:00,194,78,WB,Civic Center Dr to 78 WB,6.855,5.5,80,944,0,1,0,4,,0xE0 
2021/02/11,07:13:00,195,78,WB,Mar Vista Dr to 78 WB,7.763,7.6,69,1127,0,,1,2,,0xE0 
2021/02/11,07:13:00,202,78,WB,Sycamore Ave to 78 WB,8.973,8.4,82,1462,3,4,0,5,2,0xE0 
2021/02/11,07:13:00,196,78,WB,Rho Santa Fe Rd to 78 WB,10.439,8.1,75,1310,2,0,0,1,,0xE0 
2021/02/11,07:13:00,456,78,WB,off to Rho Sante Fe/bypass lane,11.098,7.6,78,1279,1,7,0,2,,0xF0 
2021/02/11,07:13:00,397,78,WB,Las Posas Rd to 78 WB,11.099,7.6,78,1279,1,7,0,2,,0xF0 
2021/02/11,07:13:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,9.9,66,1401,,,0,0,,0xE0 
2021/02/11,07:13:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,12.9,55,1523,3,3,0,,,0xE0 
2021/02/11,07:13:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,0,0,,0x00 
2021/02/11,07:13:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,12.2,62,1645,4,4,0,0,,0xE0 
2021/02/11,07:13:00,235,78,WB,Barham/Woodland to 78 WB,14.14,12.9,61,1706,0,,0,5,,0xE0 
2021/02/11,07:13:00,472,78,WB,78 WB W/O Nordahl,14.862,8.6,59,1096,,,0,2,,0xFC 
2021/02/11,07:13:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,12.8,60,1645,1,2,1,2,,0xE0 
2021/02/11,07:13:00,13005,78,WB,78 WB E/O Nordahl,15.915,9.4,60,1218,,,,,,0xF0 
2021/02/11,07:13:00,13004,78,WB,78 WB W/O 15,16.267,7.5,53,853,,,,,,0xF8 
2021/02/11,07:13:00,23004,78,WB,78 WB Connector from 15 NB,16.27,7.5,53,853,,,,,,0xF8 
2021/02/11,07:13:00,33004,78,WB,78 WB Connector from 15 SB,16.272,7.5,53,853,,,,,,0xF8 
2021/02/11,07:13:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,7.4,52,822,,,5,8,,0xE0 
2021/02/11,07:13:00,240,78,WB,Centre City Pkwy NB to 78 WB,17.34,0.0,0,0,,,0,5,,0x00 
2021/02/11,07:13:00,250,78,WB,Broadway/Lincoln to 78 WB,17.621,0.0,0,0,,,7,7,3,0xEC 
2021/02/11,07:14:00,345,78,WB,78 WB W/O Jefferson St,0.416,11.2,12,304,,,,,,0xF0 
2021/02/11,07:14:00,190,78,WB,Jefferson St to 78 WB,0.653,12.2,66,1736,0,2,0,0,0,0xE0 
2021/02/11,07:14:00,191,78,WB,El Camino Real to 78 WB,1.387,12.0,68,1736,1,2,2,4,,0xE0 
2021/02/11,07:14:00,66,78,WB,College Blvd SB to 78 WB,3.245,10.0,59,1279,,,1,0,3,0xFC 
2021/02/11,07:14:00,270,78,WB,College Blvd NB to 78 WB,3.33,12.0,62,1614,1,4,1,1,,0xE0 
2021/02/11,07:14:00,471,78,WB,78 WB E/O College Blvd,3.588,6.1,63,822,0,0,1,2,,0xFC 
2021/02/11,07:14:00,192,78,WB,Emerald Dr to 78 WB,4.285,8.6,69,1279,,,3,3,,0xE0 
2021/02/11,07:14:00,473,78,WB,78 WB E/O Emerald Dr,4.476,4.9,67,700,0,1,3,3,,0xFC 
2021/02/11,07:14:00,193,78,WB,Melrose/West Vista Way to 78 WB,5.801,6.8,75,1096,,,7,3,,0xE0 
2021/02/11,07:14:00,204,78,WB,Vista Village Dr to 78 WB,6.141,4.9,82,853,3,4,1,5,,0xE0 
2021/02/11,07:14:00,194,78,WB,Civic Center Dr to 78 WB,6.855,7.4,72,1157,1,3,0,4,,0xE0 
2021/02/11,07:14:00,195,78,WB,Mar Vista Dr to 78 WB,7.763,9.3,73,1462,2,,1,1,,0xE0 
2021/02/11,07:14:00,202,78,WB,Sycamore Ave to 78 WB,8.973,5.9,87,1096,4,2,0,0,0,0xE0 
2021/02/11,07:14:00,196,78,WB,Rho Santa Fe Rd to 78 WB,10.439,8.2,74,1310,1,11,0,0,,0xE0 
2021/02/11,07:14:00,456,78,WB,off to Rho Sante Fe/bypass lane,11.098,6.7,80,1157,0,11,0,1,,0xF0 
2021/02/11,07:14:00,397,78,WB,Las Posas Rd to 78 WB,11.099,6.7,80,1157,0,11,0,1,,0xF0 
2021/02/11,07:14:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,10.5,66,1492,,,0,0,,0xE0 
2021/02/11,07:14:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,11.7,60,1523,2,6,0,,,0xE0 
2021/02/11,07:14:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,1,2,,0x00 
2021/02/11,07:14:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,12.5,62,1675,2,0,0,4,,0xE0 
2021/02/11,07:14:00,235,78,WB,Barham/Woodland to 78 WB,14.14,12.6,61,1645,1,,0,2,,0xE0 
2021/02/11,07:14:00,472,78,WB,78 WB W/O Nordahl,14.862,11.5,58,1432,,,0,3,,0xFC 
2021/02/11,07:14:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,11.6,60,1492,1,3,3,4,,0xE0 
2021/02/11,07:14:00,13005,78,WB,78 WB E/O Nordahl,15.915,8.9,57,1096,,,,,,0xF0 
2021/02/11,07:14:00,13004,78,WB,78 WB W/O 15,16.267,9.0,60,1157,,,,,,0xF8 
2021/02/11,07:14:00,23004,78,WB,78 WB Connector from 15 NB,16.27,9.0,60,1157,,,,,,0xF8 
2021/02/11,07:14:00,33004,78,WB,78 WB Connector from 15 SB,16.272,9.0,60,1157,,,,,,0xF8 
2021/02/11,07:14:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,7.6,52,853,,,0,7,,0xE0 
2021/02/11,07:14:00,240,78,WB,Centre City Pkwy NB to 78 WB,17.34,0.0,0,0,,,0,6,,0x00 
2021/02/11,07:14:00,250,78,WB,Broadway/Lincoln to 78 WB,17.621,0.0,0,0,,,6,6,6,0xEC 
2021/02/11,07:15:00,345,78,WB,78 WB W/O Jefferson St,0.416,10.8,11,274,,,,,,0xF0 
2021/02/11,07:15:00,190,78,WB,Jefferson St to 78 WB,0.653,11.6,67,1675,0,2,0,1,1,0xE0 
2021/02/11,07:15:00,191,78,WB,El Camino Real to 78 WB,1.387,10.6,67,1523,1,1,1,3,,0xE0 
2021/02/11,07:15:00,66,78,WB,College Blvd SB to 78 WB,3.245,10.0,52,1127,,,0,0,0,0xFC 
2021/02/11,07:15:00,270,78,WB,College Blvd NB to 78 WB,3.33,10.4,61,1371,2,5,0,1,,0xE0 
2021/02/11,07:15:00,471,78,WB,78 WB E/O College Blvd,3.588,6.0,54,700,0,0,1,0,,0xFC 
2021/02/11,07:15:00,192,78,WB,Emerald Dr to 78 WB,4.285,7.6,71,1157,,,3,4,,0xE0 
2021/02/11,07:15:00,473,78,WB,78 WB E/O Emerald Dr,4.476,6.0,66,853,1,2,0,0,,0xFC 
2021/02/11,07:15:00,193,78,WB,Melrose/West Vista Way to 78 WB,5.801,9.3,72,1432,,,3,1,,0xE0 
2021/02/11,07:15:00,204,78,WB,Vista Village Dr to 78 WB,6.141,8.1,79,1371,3,4,1,4,,0xE0 
2021/02/11,07:15:00,194,78,WB,Civic Center Dr to 78 WB,6.855,9.0,75,1462,3,3,0,3,,0xE0 
2021/02/11,07:15:00,195,78,WB,Mar Vista Dr to 78 WB,7.763,7.8,72,1218,0,,3,1,,0xE0 
2021/02/11,07:15:00,202,78,WB,Sycamore Ave to 78 WB,8.973,6.8,85,1249,4,3,0,2,2,0xE0 
2021/02/11,07:15:00,196,78,WB,Rho Santa Fe Rd to 78 WB,10.439,7.2,71,1096,0,0,0,7,,0xE0 
2021/02/11,07:15:00,456,78,WB,off to Rho Sante Fe/bypass lane,11.098,7.0,77,1157,3,9,0,1,,0xF0 
2021/02/11,07:15:00,397,78,WB,Las Posas Rd to 78 WB,11.099,7.0,77,1157,3,9,0,1,,0xF0 
2021/02/11,07:15:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,11.0,66,1553,,,0,0,,0xE0 
2021/02/11,07:15:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,12.8,59,1614,0,10,0,,,0xE0 
2021/02/11,07:15:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,0,0,,0x00 
2021/02/11,07:15:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,11.6,64,1584,4,1,0,0,,0xE0 
2021/02/11,07:15:00,235,78,WB,Barham/Woodland to 78 WB,14.14,13.4,57,1645,2,,0,5,,0xE0 
2021/02/11,07:15:00,472,78,WB,78 WB W/O Nordahl,14.862,9.5,61,1249,,,0,5,,0xFC 
2021/02/11,07:15:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,13.2,57,1614,2,3,4,4,,0xE0 
2021/02/11,07:15:00,13005,78,WB,78 WB E/O Nordahl,15.915,10.4,60,1340,,,,,,0xF0 
2021/02/11,07:15:00,13004,78,WB,78 WB W/O 15,16.267,7.9,61,1035,,,,,,0xF8 
2021/02/11,07:15:00,23004,78,WB,78 WB Connector from 15 NB,16.27,7.9,61,1035,,,,,,0xF8 
2021/02/11,07:15:00,33004,78,WB,78 WB Connector from 15 SB,16.272,7.9,61,1035,,,,,,0xF8 
2021/02/11,07:15:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,6.8,52,761,,,0,0,,0xE0 
2021/02/11,07:15:00,240,78,WB,Centre City Pkwy NB to 78 WB,17.34,0.0,0,0,,,0,7,,0x00 
2021/02/11,07:15:00,250,78,WB,Broadway/Lincoln to 78 WB,17.621,0.0,0,0,,,7,6,2,0xEC 
2021/02/11,07:16:00,345,78,WB,78 WB W/O Jefferson St,0.416,11.3,12,304,,,,,,0xF0 
2021/02/11,07:16:00,190,78,WB,Jefferson St to 78 WB,0.653,12.8,64,1767,0,2,0,2,1,0xE0 
2021/02/11,07:16:00,191,78,WB,El Camino Real to 78 WB,1.387,12.1,62,1614,1,1,0,1,,0xE0 
2021/02/11,07:16:00,66,78,WB,College Blvd SB to 78 WB,3.245,9.7,54,1127,,,0,0,0,0xFC 
2021/02/11,07:16:00,270,78,WB,College Blvd NB to 78 WB,3.33,9.9,64,1371,0,3,2,4,,0xE0 
2021/02/11,07:16:00,471,78,WB,78 WB E/O College Blvd,3.588,5.9,55,700,0,1,0,2,,0xFC 
2021/02/11,07:16:00,192,78,WB,Emerald Dr to 78 WB,4.285,8.0,73,1249,,,1,2,,0xE0 
2021/02/11,07:16:00,473,78,WB,78 WB E/O Emerald Dr,4.476,5.0,60,639,2,4,0,0,,0xFC 
2021/02/11,07:16:00,193,78,WB,Melrose/West Vista Way to 78 WB,5.801,10.2,73,1584,,,2,0,,0xE0 
2021/02/11,07:16:00,204,78,WB,Vista Village Dr to 78 WB,6.141,7.3,82,1279,2,1,0,4,,0xE0 
2021/02/11,07:16:00,194,78,WB,Civic Center Dr to 78 WB,6.855,7.2,77,1188,0,1,0,2,,0xE0 
2021/02/11,07:16:00,195,78,WB,Mar Vista Dr to 78 WB,7.763,8.6,73,1340,0,,1,2,,0xE0 
2021/02/11,07:16:00,202,78,WB,Sycamore Ave to 78 WB,8.973,4.7,85,853,8,4,0,1,2,0xE0 
2021/02/11,07:16:00,196,78,WB,Rho Santa Fe Rd to 78 WB,10.439,6.8,75,1096,8,8,0,1,,0xE0 
2021/02/11,07:16:00,456,78,WB,off to Rho Sante Fe/bypass lane,11.098,8.4,75,1340,1,8,0,0,,0xF0 
2021/02/11,07:16:00,397,78,WB,Las Posas Rd to 78 WB,11.099,8.4,75,1340,1,8,0,0,,0xF0 
2021/02/11,07:16:00,271,78,WB,San Marcos Blvd SB to 78 WB,12.035,8.9,67,1279,,,0,0,,0xE0 
2021/02/11,07:16:00,179,78,WB,San Marcos Blvd NB to 78 WB,12.271,10.6,61,1401,3,6,0,,,0xE0 
2021/02/11,07:16:00,302,78,WB,Twin Oaks Vlly Rd SB to 78 WB,12.805,0.0,0,0,,,0,0,,0x00 
2021/02/11,07:16:00,233,78,WB,Twin Oaks Vlly Rd NB to 78 WB,12.879,13.1,60,1675,5,4,1,7,,0xE0 
2021/02/11,07:16:00,235,78,WB,Barham/Woodland to 78 WB,14.14,13.8,56,1675,2,,0,5,,0xE0 
2021/02/11,07:16:00,472,78,WB,78 WB W/O Nordahl,14.862,9.1,56,1096,,,0,1,,0xFC 
2021/02/11,07:16:00,13007,78,WB,Nordahl Rd to 78 WB,15.37,13.0,60,1675,0,3,3,5,,0xE0 
2021/02/11,07:16:00,13005,78,WB,78 WB E/O Nordahl,15.915,9.5,59,1218,,,,,,0xF0 
2021/02/11,07:16:00,13004,78,WB,78 WB W/O 15,16.267,9.3,55,1096,,,,,,0xF8 
2021/02/11,07:16:00,23004,78,WB,78 WB Connector from 15 NB,16.27,9.3,55,1096,,,,,,0xF8 
2021/02/11,07:16:00,33004,78,WB,78 WB Connector from 15 SB,16.272,9.3,55,1096,,,,,,0xF8 
2021/02/11,07:16:00,239,78,WB,Centre City Pkwy SB to 78 WB,17.283,7.3,54,853,,,2,9,,0xE0 
